yy,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6865,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6709,aeronautica_6782,aeronautica_6826,marche_104,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6897,aeronautica_6901,lazio_289,marche_25,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6919,aeronautica_6922
2009,-0.58,4.54,23.54,-0.6399999999999997,3.5,NA,NA,49.5,13.24,0.32999999999999996,1.88,22.33,6.59,19.38,29.96,36.230000000000004,11.379999999999999,12.879999999999999,NA,5.93,21.86,19.54,15.899999999999999,46.96,9.280000000000001,1.74,36.25,5.3100000000000005,NA,19.590000000000003,12.680000000000007,15.969999999999999,30.36,18.22,15.180000000000007,16.93,34,36.26,23.89,32,10.48,-0.1700000000000017,26.86,38.46,10.190000000000001,10.89
2010,0.42000000000000004,3.54,27.54,7.36,6.5,-0.73,0.4499999999999993,32.5,9.24,0.32999999999999996,9.879999999999999,20.33,11.59,19.38,17.96,15.23,14.379999999999999,-0.120000000000001,4,3.9299999999999997,8.86,6.539999999999999,NA,26.96,7.28,3.74,21.25,20.31,NA,13.590000000000003,1.6800000000000068,14.969999999999999,3.3599999999999994,14.219999999999999,-7.819999999999993,30.93,20,33.26,20.89,29,10.48,15.829999999999998,47.86,28.46,-7.809999999999999,1.8900000000000006
2011,0.42000000000000004,3.54,23.54,-1.6399999999999997,2.5,0.27,16.45,35.5,4.24,-0.67,2.88,7.33,1.5899999999999999,7.38,27.96,23.23,11.379999999999999,6.879999999999999,1,1.9299999999999997,20.86,21.54,17.9,28.96,2.2800000000000002,2.74,12.25,-2.69,NA,23.590000000000003,10.680000000000007,28.97,16.36,13.219999999999999,17.180000000000007,-10.07,11,37.26,8.89,21,9.48,14.829999999999998,58.86,34.46,-2.8099999999999987,5.890000000000001
2012,-0.58,13.54,41.54,10.36,20.5,3.27,21.45,47.5,14.24,0.32999999999999996,6.88,25.33,0.5899999999999999,48.38,31.96,35.230000000000004,19.38,17.88,15,8.93,39.86,36.54,30.9,28.96,6.28,8.74,32.25,17.31,NA,21.590000000000003,19.680000000000007,30.97,45.36,21.22,21.180000000000007,29.93,19,39.26,19.89,46,40.480000000000004,16.83,23.86,56.46,27.19,10.89
2013,0.42000000000000004,8.54,19.54,2.3600000000000003,11.5,-2.73,-4.550000000000001,34.5,10.24,-0.67,2.88,12.33,3.59,33.38,19.96,15.23,13.379999999999999,-7.120000000000001,-3,10.93,7.859999999999999,8.54,NA,23.96,-0.7199999999999998,3.74,8.25,9.31,NA,13.590000000000003,11.680000000000007,16.97,24.36,16.22,2.180000000000007,16.93,16,40.26,19.89,29,9.48,14.829999999999998,20.86,30.46,-12.809999999999999,-14.11
2014,0.42000000000000004,3.54,7.54,-3.6399999999999997,-10.5,-1.73,-5.550000000000001,5.5,-6.76,-0.67,-5.12,0.33000000000000007,-4.41,5.38,-1.0399999999999991,-6.77,NA,-11.120000000000001,-2,-1.0700000000000003,-3.1400000000000006,NA,-12.100000000000001,-1.0399999999999991,-1.7199999999999998,1.74,5.25,1.31,NA,-0.4099999999999966,15.680000000000007,3.969999999999999,18.36,28.22,14.180000000000007,9.93,9,43.26,31.89,NA,NA,15.829999999999998,19.86,NA,5.190000000000001,-4.109999999999999
2015,9.42,29.54,36.54,21.36,16.5,6.27,21.45,35.5,26.240000000000002,0.32999999999999996,17.88,31.33,31.59,24.38,26.96,23.23,NA,NA,12,18.93,24.86,24.54,22.9,30.96,13.280000000000001,8.74,42.25,24.31,NA,22.590000000000003,19.680000000000007,16.97,19.36,0.21999999999999886,12.180000000000007,26.93,29,35.26,13.89,49,36.480000000000004,NA,NA,NA,22.19,2.8900000000000006
2016,-0.58,0.54,18.54,2.3600000000000003,4.5,-2.73,3.4499999999999993,NA,6.24,-0.67,0.8799999999999999,14.33,NA,5.38,10.96,16.23,8.379999999999999,NA,1,0.9299999999999997,8.86,2.539999999999999,4.899999999999999,17.96,3.2800000000000002,4.74,15.25,25.31,NA,-3.4099999999999966,18.680000000000007,24.97,10.36,NA,12.180000000000007,-1.0700000000000003,4,24.259999999999998,22.89,30,NA,13.829999999999998,14.86,26.46,-15.809999999999999,-10.11
2017,1.42,NA,35.54,13.36,-0.5,3.27,19.45,38.5,21.240000000000002,5.33,13.879999999999999,27.33,NA,15.379999999999999,19.96,25.23,14.379999999999999,NA,13,18.93,28.86,21.54,NA,36.96,8.280000000000001,6.74,29.25,25.31,NA,7.590000000000003,14.680000000000007,23.97,23.36,7.219999999999999,11.180000000000007,4.93,33,23.259999999999998,NA,39,25.48,0.8299999999999983,24.86,39.46,14.190000000000001,5.890000000000001
2018,2.42,NA,26.54,-0.6399999999999997,4.5,-3.73,2.4499999999999993,NA,9.24,-0.67,2.88,18.33,16.59,11.379999999999999,23.96,21.23,NA,18.88,-1,14.93,20.86,4.539999999999999,6.899999999999999,49.96,6.28,11.74,17.25,32.31,NA,15.590000000000003,39.68000000000001,36.97,41.36,46.22,14.180000000000007,21.93,26,30.259999999999998,NA,38,15.48,25.83,4.859999999999999,26.46,4.190000000000001,6.890000000000001
2019,4.42,12.54,42.54,5.36,19.5,-2.73,10.45,43.5,18.240000000000002,-0.67,13.879999999999999,NA,13.59,20.38,35.96,27.23,20.38,28.88,4,22.93,26.86,26.54,13.899999999999999,42.96,4.28,11.74,24.25,56.31,NA,32.59,37.68000000000001,30.97,47.36,21.22,28.180000000000007,19.93,36,36.26,34.89,53,26.48,16.83,53.86,52.46,27.19,6.890000000000001
2020,2.42,8.54,41.54,7.36,5.5,-1.73,7.449999999999999,19.5,11.24,-0.67,4.88,10.33,5.59,6.38,12.96,NA,NA,13.879999999999999,6,19.93,17.86,17.54,5.899999999999999,32.96,2.2800000000000002,7.74,36.25,6.3100000000000005,19.86,11.590000000000003,19.680000000000007,22.97,26.36,NA,9.180000000000007,32.93,36,27.259999999999998,25.89,48,-4.52,22.83,45.86,40.46,11.190000000000001,0.8900000000000006
