yy,aeronautica_6771,aeronautica_6773,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6822,aeronautica_6841,aeronautica_6850,aeronautica_6851,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6897,friuliveneziagiulia_51,lazio_276,sicilia_6120,toscana_464,toscana_55,toscana_72,toscana_78,aeronautica_6693,aeronautica_6697,aeronautica_6709,bolzano_223,bolzano_39,bolzano_94,toscana_25,trentino_6511,aeronautica_6782,aeronautica_6826,marche_104,marche_109,marche_703,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6859,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6901,lazio_240,lazio_278,lazio_289,marche_25,sicilia_11825,sicilia_11832,sicilia_11883,sicilia_11898,sicilia_11933,sicilia_11942,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6721,aeronautica_6723,aeronautica_6729,aeronautica_6730,aeronautica_6733,aeronautica_6769,emiliaromagna_12702,emiliaromagna_14246,emiliaromagna_9224,friuliveneziagiulia_14,friuliveneziagiulia_20,friuliveneziagiulia_39,marche_108,marche_110,marche_605,trentino_6570,aeronautica_6919,aeronautica_6922,aeronautica_6923
1994,22.799999999999997,7,36.17,19.459999999999994,11.579999999999998,8.280000000000001,22.409999999999997,17.430000000000007,28,41.31,41.93000000000001,24.739999999999995,19.810000000000002,10.170000000000002,13.829999999999998,33.58,9.629999999999995,11.400000000000006,6.209999999999994,13.620000000000005,1.48,1.4400000000000004,31.14,2.6,27.619999999999997,3.58,15.75,3.82,35.41,35.46,26.1,34.11,27.67,2.069999999999993,5.930000000000007,16.150000000000006,11.170000000000002,8.540000000000006,18.069999999999993,33.93000000000001,6,18.14,1.789999999999992,2.1700000000000017,-7.199999999999989,NA,17.849999999999994,12.810000000000002,11.650000000000006,6.299999999999997,16.700000000000003,26.17,11.379999999999995,2.6700000000000017,16.439999999999998,17.39,13.760000000000005,20.040000000000006,19.560000000000002,19.67,23.659999999999997,11.799999999999997,8.459999999999994,11.620000000000005,16.870000000000005,16.83,17.08,23.430000000000007,24.659999999999997,24.200000000000003,19.67,9.150000000000006,1.2999999999999972,12.379999999999995
1995,-2.200000000000003,-11,-2.8299999999999983,-23.540000000000006,-22.42,-5.719999999999999,-4.590000000000003,-5.569999999999993,-2,6.310000000000002,14.930000000000007,-7.260000000000005,-10.189999999999998,-4.829999999999998,2.8299999999999983,6.579999999999998,-14.370000000000005,-5.599999999999994,-15.790000000000006,-15.379999999999995,-0.52,-0.5599999999999996,8.14,0.6,21.619999999999997,1.58,3.75,NA,NA,-7.539999999999999,-3.8999999999999986,3.1099999999999994,-20.33,-22.930000000000007,-24.069999999999993,-2.8499999999999943,-7.829999999999998,-7.459999999999994,3.069999999999993,9.930000000000007,-10,3.1400000000000006,-8.210000000000008,-23.83,NA,-15.099999999999994,3.8499999999999943,13.810000000000002,2.6500000000000057,-6.700000000000003,NA,4.170000000000002,1.3799999999999955,-10.329999999999998,-6.560000000000002,-8.61,-7.239999999999995,-4.959999999999994,-13.439999999999998,2.6700000000000017,-1.3400000000000034,-14.200000000000003,NA,-27.379999999999995,-3.1299999999999955,-12.170000000000002,-0.9200000000000017,-14.569999999999993,0.6599999999999966,-11.799999999999997,-6.329999999999998,18.150000000000006,-4.700000000000003,4.3799999999999955
1996,0.7999999999999972,-6,1.1700000000000017,-9.540000000000006,-12.420000000000002,-9.719999999999999,-12.590000000000003,-1.5699999999999932,2,-0.6899999999999977,10.930000000000007,-8.260000000000005,-25.189999999999998,NA,-1.1700000000000017,NA,-7.3700000000000045,-9.599999999999994,NA,-4.3799999999999955,-0.52,4.44,-0.8599999999999994,-0.4,6.619999999999999,-0.42,-2.25,NA,5.409999999999997,-1.5399999999999991,5.100000000000001,-7.890000000000001,NA,-26.930000000000007,-22.069999999999993,-10.849999999999994,-17.83,-11.459999999999994,-9.930000000000007,-8.069999999999993,-25,-0.8599999999999994,-24.210000000000008,-24.83,NA,-14.099999999999994,-6.150000000000006,-6.189999999999998,NA,-10.700000000000003,NA,16.17,-2.6200000000000045,-6.329999999999998,-5.560000000000002,-2.6099999999999994,-14.239999999999995,6.040000000000006,2.5600000000000023,3.6700000000000017,2.6599999999999966,-2.200000000000003,0.45999999999999375,NA,3.8700000000000045,-11.170000000000002,NA,0.4300000000000068,3.6599999999999966,-2.799999999999997,8.670000000000002,-16.849999999999994,-4.700000000000003,-21.620000000000005
1997,9.799999999999997,25,33.17,23.459999999999994,15.579999999999998,23.28,-3.5900000000000034,21.430000000000007,23,20.310000000000002,30.930000000000007,11.739999999999995,-5.189999999999998,12.170000000000002,NA,6.579999999999998,21.629999999999995,21.400000000000006,NA,21.620000000000005,-0.52,-4.56,-2.8599999999999994,-0.4,5.619999999999999,-0.42,-2.25,-2.18,NA,8.46,27.1,7.109999999999999,18.67,19.069999999999993,12.930000000000007,21.150000000000006,10.170000000000002,NA,15.069999999999993,29.930000000000007,-7,12.14,18.789999999999992,16.17,NA,25.900000000000006,20.849999999999994,18.810000000000002,8.650000000000006,8.299999999999997,NA,40.17,29.379999999999995,22.67,25.439999999999998,37.39,20.760000000000005,26.040000000000006,17.560000000000002,23.67,31.659999999999997,21.799999999999997,19.459999999999994,23.620000000000005,12.870000000000005,22.83,20.08,37.43000000000001,35.66,31.200000000000003,30.67,NA,15.299999999999997,29.379999999999995
1998,7.799999999999997,10,25.17,3.4599999999999937,8.579999999999998,5.280000000000001,7.409999999999997,5.430000000000007,13,14.310000000000002,NA,7.739999999999995,-2.1899999999999977,9.170000000000002,NA,7.579999999999998,6.6299999999999955,10.400000000000006,NA,19.620000000000005,-0.52,NA,24.14,9.6,19.619999999999997,4.58,19.75,10.82,22.409999999999997,22.46,27.1,38.11,NA,-1.9300000000000068,-3.069999999999993,-3.8499999999999943,-9.829999999999998,-3.4599999999999937,11.069999999999993,1.9300000000000068,3,8.14,-17.210000000000008,4.170000000000002,NA,NA,18.849999999999994,NA,10.650000000000006,NA,2.700000000000003,18.17,22.379999999999995,10.670000000000002,17.439999999999998,10.39,NA,NA,NA,21.67,9.659999999999997,16.799999999999997,12.459999999999994,NA,6.8700000000000045,13.829999999999998,10.079999999999998,14.430000000000007,16.659999999999997,NA,5.670000000000002,-8.849999999999994,11.299999999999997,14.379999999999995
1999,NA,NA,NA,23.459999999999994,NA,23.28,NA,NA,NA,NA,NA,NA,NA,9.170000000000002,30.83,16.58,15.629999999999995,31.400000000000006,NA,NA,NA,NA,NA,-0.4,4.619999999999999,-0.42,3.75,1.8199999999999998,NA,NA,16.1,8.11,NA,NA,NA,21.150000000000006,NA,NA,NA,NA,22,NA,NA,10.170000000000002,12.800000000000011,NA,47.849999999999994,48.81,28.650000000000006,NA,61.7,55.17,3.3799999999999955,15.670000000000002,NA,NA,NA,NA,NA,31.67,NA,31.799999999999997,24.459999999999994,NA,-10.129999999999995,32.83,24.08,20.430000000000007,18.659999999999997,NA,16.67,NA,NA,NA
2000,6.799999999999997,NA,NA,NA,NA,19.28,NA,NA,20,NA,NA,6.739999999999995,NA,17.17,NA,14.579999999999998,26.629999999999995,NA,NA,36.620000000000005,NA,NA,NA,2.6,14.62,-0.42,NA,5.82,NA,23.46,20.1,16.11,NA,NA,NA,25.150000000000006,15.170000000000002,NA,27.069999999999993,15.930000000000007,11,19.14,9.789999999999992,12.170000000000002,11.800000000000011,11.900000000000006,27.849999999999994,36.81,17.650000000000006,NA,39.7,30.17,16.379999999999995,27.67,NA,35.39,NA,37.040000000000006,NA,25.67,NA,37.8,34.459999999999994,NA,25.870000000000005,25.83,27.08,34.43000000000001,26.659999999999997,28.200000000000003,31.67,NA,NA,14.379999999999995
2001,-5.200000000000003,6,26.17,NA,NA,17.28,NA,16.430000000000007,28,36.31,24.930000000000007,13.739999999999995,NA,23.17,NA,31.58,15.629999999999995,NA,NA,NA,-0.52,NA,50.14,4.6,27.619999999999997,-0.42,NA,10.82,25.409999999999997,31.46,27.1,30.11,NA,19.069999999999993,14.930000000000007,NA,25.17,27.540000000000006,46.06999999999999,35.93000000000001,32,39.14,15.789999999999992,NA,20.80000000000001,10.900000000000006,41.849999999999994,NA,40.650000000000006,NA,NA,50.17,8.379999999999995,10.670000000000002,20.439999999999998,14.39,21.760000000000005,17.040000000000006,10.560000000000002,12.670000000000002,24.659999999999997,6.799999999999997,13.459999999999994,NA,16.870000000000005,21.83,23.08,24.430000000000007,21.659999999999997,14.200000000000003,15.670000000000002,42.150000000000006,37.3,17.379999999999995
2002,-10.200000000000003,4,21.17,NA,NA,12.280000000000001,1.4099999999999966,1.4300000000000068,4,22.310000000000002,NA,-4.260000000000005,-0.18999999999999773,16.17,2.8299999999999983,4.579999999999998,2.6299999999999955,5.400000000000006,2.2099999999999937,NA,12.48,1.4400000000000004,3.1400000000000006,3.6,21.619999999999997,16.58,11.75,3.82,6.409999999999997,12.46,23.1,3.1099999999999994,NA,-1.9300000000000068,-12.069999999999993,0.15000000000000568,1.1700000000000017,3.5400000000000063,9.069999999999993,24.930000000000007,-1,7.140000000000001,-10.210000000000008,-13.829999999999998,-15.199999999999989,NA,NA,NA,17.650000000000006,4.299999999999997,23.700000000000003,39.17,11.379999999999995,7.670000000000002,NA,13.39,19.760000000000005,17.040000000000006,12.560000000000002,17.67,8.659999999999997,12.799999999999997,9.459999999999994,NA,13.870000000000005,23.83,19.08,NA,22.659999999999997,14.200000000000003,14.670000000000002,8.150000000000006,17.299999999999997,9.379999999999995
2003,32.8,30,49.17,NA,NA,NA,35.41,40.43000000000001,41,41.31,52.93000000000001,25.739999999999995,41.81,35.17,42.83,NA,36.629999999999995,38.400000000000006,39.209999999999994,42.620000000000005,42.48,NA,NA,49.6,67.62,50.58,69.75,29.82,55.41,50.46,61.1,43.11,50.67,28.069999999999993,29.930000000000007,29.150000000000006,15.170000000000002,22.540000000000006,21.069999999999993,31.930000000000007,8,8.14,22.789999999999992,28.17,20.80000000000001,23.900000000000006,27.849999999999994,25.810000000000002,NA,26.299999999999997,43.7,39.17,44.379999999999995,39.67,43.44,39.39,44.760000000000005,46.040000000000006,39.56,40.67,35.66,39.8,38.459999999999994,NA,42.870000000000005,46.83,36.08,39.43000000000001,37.66,51.2,41.67,22.150000000000006,29.299999999999997,NA
2004,17.799999999999997,-2,25.17,17.459999999999994,8.579999999999998,14.280000000000001,27.409999999999997,15.430000000000007,12,20.310000000000002,24.930000000000007,17.739999999999995,5.810000000000002,16.17,10.829999999999998,15.579999999999998,10.629999999999995,17.400000000000006,10.209999999999994,NA,11.48,25.44,22.14,12.6,13.62,13.58,18.75,NA,26.409999999999997,16.46,31.1,13.11,20.67,12.069999999999993,-5.069999999999993,11.150000000000006,9.170000000000002,15.540000000000006,10.069999999999993,14.930000000000007,8,9.14,-0.21000000000000796,0.1700000000000017,1.8000000000000114,5.900000000000006,6.849999999999994,11.810000000000002,NA,14.299999999999997,21.700000000000003,39.17,19.379999999999995,19.67,26.439999999999998,18.39,18.760000000000005,17.040000000000006,14.560000000000002,11.670000000000002,23.659999999999997,16.799999999999997,16.459999999999994,22.620000000000005,13.870000000000005,19.83,16.08,NA,22.659999999999997,19.200000000000003,24.67,10.150000000000006,20.299999999999997,NA
2005,10.799999999999997,7,24.17,11.459999999999994,9.579999999999998,17.28,21.409999999999997,26.430000000000007,20,18.310000000000002,18.930000000000007,14.739999999999995,9.810000000000002,14.170000000000002,21.83,10.579999999999998,9.629999999999995,17.400000000000006,10.209999999999994,22.620000000000005,27.48,33.44,28.14,21.6,28.619999999999997,24.58,12.75,NA,11.409999999999997,1.4600000000000009,22.1,NA,13.670000000000002,0.06999999999999318,-0.06999999999999318,5.150000000000006,9.170000000000002,NA,14.069999999999993,16.930000000000007,1,-6.859999999999999,1.789999999999992,14.170000000000002,8.800000000000011,3.9000000000000057,8.849999999999994,11.810000000000002,NA,18.299999999999997,19.700000000000003,NA,28.379999999999995,14.670000000000002,18.439999999999998,10.39,16.760000000000005,8.040000000000006,3.5600000000000023,6.670000000000002,19.659999999999997,17.799999999999997,15.459999999999994,NA,10.870000000000005,17.83,13.079999999999998,19.430000000000007,15.659999999999997,11.200000000000003,10.670000000000002,27.150000000000006,24.299999999999997,8.379999999999995
2006,-3.200000000000003,15,26.17,20.459999999999994,22.58,16.28,14.409999999999997,29.430000000000007,20,28.310000000000002,36.93000000000001,26.739999999999995,22.810000000000002,4.170000000000002,23.83,25.58,19.629999999999995,23.400000000000006,25.209999999999994,27.620000000000005,31.48,44.44,45.14,28.6,31.619999999999997,31.58,31.75,17.82,20.409999999999997,11.46,34.1,NA,27.67,17.069999999999993,10.930000000000007,9.150000000000006,13.170000000000002,7.540000000000006,21.069999999999993,20.930000000000007,15,15.14,12.789999999999992,21.17,14.800000000000011,17.900000000000006,-1.1500000000000057,14.810000000000002,NA,NA,23.700000000000003,32.17,22.379999999999995,17.67,34.44,24.39,25.760000000000005,9.040000000000006,17.560000000000002,17.67,34.66,24.799999999999997,NA,27.620000000000005,26.870000000000005,28.83,18.08,27.430000000000007,15.659999999999997,15.200000000000003,NA,23.150000000000006,23.299999999999997,16.379999999999995
2007,-10.200000000000003,12,42.17,36.459999999999994,25.58,22.28,8.409999999999997,18.430000000000007,30,21.310000000000002,24.930000000000007,17.739999999999995,7.810000000000002,10.170000000000002,20.83,21.58,37.629999999999995,39.400000000000006,30.209999999999994,38.620000000000005,12.48,28.44,22.14,9.6,18.619999999999997,14.58,24.75,NA,40.41,23.46,41.1,NA,NA,23.069999999999993,18.930000000000007,11.150000000000006,15.170000000000002,NA,10.069999999999993,17.930000000000007,5,7.140000000000001,15.789999999999992,23.17,NA,5.900000000000006,16.849999999999994,23.810000000000002,NA,12.299999999999997,16.700000000000003,28.17,25.379999999999995,35.67,NA,44.39,44.760000000000005,23.040000000000006,23.560000000000002,24.67,27.659999999999997,30.799999999999997,30.459999999999994,29.620000000000005,32.870000000000005,27.83,31.08,31.430000000000007,23.659999999999997,29.200000000000003,NA,26.150000000000006,28.299999999999997,17.379999999999995
2008,8.799999999999997,1,16.17,-2.5400000000000063,10.579999999999998,6.280000000000001,22.409999999999997,3.430000000000007,25,27.310000000000002,28.930000000000007,14.739999999999995,11.810000000000002,17.17,8.829999999999998,19.58,3.6299999999999955,6.400000000000006,9.209999999999994,11.620000000000005,17.48,42.44,32.14,12.6,5.619999999999999,16.58,36.75,NA,34.41,36.46,31.1,46.11,NA,-13.930000000000007,-5.069999999999993,6.150000000000006,4.170000000000002,1.5400000000000063,5.069999999999993,27.930000000000007,-8,-2.8599999999999994,-4.210000000000008,-1.8299999999999983,-5.199999999999989,0.9000000000000057,3.8499999999999943,11.810000000000002,9.650000000000006,3.299999999999997,7.700000000000003,15.170000000000002,12.379999999999995,7.670000000000002,18.439999999999998,15.39,21.760000000000005,19.040000000000006,16.560000000000002,26.67,32.66,8.799999999999997,12.459999999999994,13.620000000000005,21.870000000000005,23.83,17.08,NA,NA,14.200000000000003,NA,29.150000000000006,18.299999999999997,1.3799999999999955
2009,9.799999999999997,36,44.17,27.459999999999994,31.58,27.28,37.41,22.430000000000007,40,39.31,20.930000000000007,30.739999999999995,21.810000000000002,29.17,36.83,31.58,35.629999999999995,39.400000000000006,37.209999999999994,31.620000000000005,32.48,46.44,40.14,20.6,21.619999999999997,37.58,38.75,NA,48.41,31.46,30.1,40.11,42.67,30.069999999999993,32.93000000000001,24.150000000000006,NA,27.540000000000006,20.069999999999993,36.93000000000001,8,11.14,24.789999999999992,34.17,18.80000000000001,27.900000000000006,11.849999999999994,17.810000000000002,3.6500000000000057,13.299999999999997,6.700000000000003,30.17,39.379999999999995,46.67,51.44,53.39,47.760000000000005,49.040000000000006,44.56,45.67,46.66,36.8,42.459999999999994,40.620000000000005,32.870000000000005,43.83,43.08,NA,NA,NA,54.67,18.150000000000006,43.3,28.379999999999995
2010,-11.200000000000003,3,13.170000000000002,8.459999999999994,18.58,12.280000000000001,21.409999999999997,6.430000000000007,15,17.310000000000002,6.930000000000007,14.739999999999995,8.810000000000002,1.1700000000000017,15.829999999999998,11.579999999999998,10.629999999999995,4.400000000000006,6.209999999999994,28.620000000000005,25.48,35.44,22.14,26.6,15.62,32.58,19.75,NA,23.409999999999997,11.46,NA,20.11,NA,3.069999999999993,7.930000000000007,7.150000000000006,NA,-8.459999999999994,2.069999999999993,26.930000000000007,-9,-8.86,1.789999999999992,14.170000000000002,13.800000000000011,6.900000000000006,1.8499999999999943,13.810000000000002,-3.3499999999999943,3.299999999999997,15.700000000000003,15.170000000000002,17.379999999999995,13.670000000000002,28.439999999999998,20.39,18.760000000000005,19.040000000000006,18.560000000000002,20.67,23.659999999999997,7.799999999999997,NA,13.620000000000005,13.870000000000005,19.83,15.079999999999998,15.430000000000007,12.659999999999997,16.200000000000003,30.67,10.150000000000006,26.299999999999997,20.379999999999995
2011,6.799999999999997,30,52.17,28.459999999999994,36.58,42.28,28.409999999999997,19.430000000000007,35,41.31,38.93000000000001,24.739999999999995,0.8100000000000023,46.17,36.83,29.58,39.629999999999995,42.400000000000006,36.209999999999994,43.620000000000005,15.48,43.44,27.14,20.6,9.62,30.58,27.75,NA,43.41,27.46,42.1,47.11,43.67,33.06999999999999,33.93000000000001,24.150000000000006,NA,NA,18.069999999999993,11.930000000000007,5,1.1400000000000006,24.789999999999992,40.17,18.80000000000001,41.900000000000006,21.849999999999994,16.810000000000002,0.6500000000000057,7.299999999999997,18.700000000000003,21.17,50.379999999999995,45.67,55.44,56.39,47.760000000000005,51.040000000000006,NA,59.67,39.66,48.8,NA,50.620000000000005,49.870000000000005,56.83,51.08,44.43000000000001,49.66,44.2,49.67,30.150000000000006,40.3,31.379999999999995
2012,17.799999999999997,18,24.17,28.459999999999994,13.579999999999998,21.28,21.409999999999997,16.430000000000007,44,39.31,45.93000000000001,21.739999999999995,35.81,25.17,22.83,NA,20.629999999999995,24.400000000000006,20.209999999999994,26.620000000000005,29.48,46.44,45.14,22.6,20.619999999999997,28.58,56.75,41.82,37.41,37.46,36.1,46.11,48.67,11.069999999999993,15.930000000000007,29.150000000000006,NA,24.540000000000006,32.06999999999999,36.93000000000001,16,24.14,21.789999999999992,19.17,22.80000000000001,30.900000000000006,27.849999999999994,29.810000000000002,35.650000000000006,NA,32.7,26.17,30.379999999999995,22.67,28.439999999999998,25.39,31.760000000000005,29.040000000000006,27.560000000000002,34.67,33.66,31.799999999999997,30.459999999999994,34.620000000000005,23.870000000000005,36.83,28.08,25.430000000000007,26.659999999999997,26.200000000000003,28.67,34.150000000000006,37.3,36.379999999999995
2013,0.7999999999999972,3,22.17,10.459999999999994,9.579999999999998,20.28,14.409999999999997,25.430000000000007,36,25.310000000000002,27.930000000000007,12.739999999999995,29.810000000000002,6.170000000000002,14.829999999999998,6.579999999999998,11.629999999999995,17.400000000000006,9.209999999999994,14.620000000000005,33.48,52.44,35.14,23.6,26.619999999999997,33.58,23.75,NA,24.409999999999997,12.46,NA,27.11,NA,9.069999999999993,3.930000000000007,17.150000000000006,NA,23.540000000000006,23.069999999999993,25.930000000000007,18,19.14,19.789999999999992,14.170000000000002,13.800000000000011,11.900000000000006,-1.1500000000000057,28.810000000000002,3.6500000000000057,NA,23.700000000000003,40.17,21.379999999999995,9.670000000000002,21.439999999999998,NA,19.760000000000005,17.040000000000006,12.560000000000002,20.67,19.659999999999997,16.799999999999997,10.459999999999994,13.620000000000005,8.870000000000005,16.83,14.079999999999998,19.430000000000007,14.659999999999997,17.200000000000003,19.67,24.150000000000006,22.299999999999997,19.379999999999995
2014,11.799999999999997,11,20.17,14.459999999999994,9.579999999999998,28.28,16.409999999999997,29.430000000000007,18,13.310000000000002,21.930000000000007,28.739999999999995,29.810000000000002,-7.829999999999998,35.83,NA,20.629999999999995,17.400000000000006,4.209999999999994,1.6200000000000045,12.48,22.44,9.14,10.6,-2.380000000000001,13.58,8.75,5.82,13.409999999999997,NA,2.1000000000000014,3.1099999999999994,-11.329999999999998,24.069999999999993,19.930000000000007,24.150000000000006,NA,3.5400000000000063,30.069999999999993,35.93000000000001,14,35.14,23.789999999999992,23.17,NA,NA,31.849999999999994,34.81,19.650000000000006,NA,25.700000000000003,47.17,16.379999999999995,7.670000000000002,14.439999999999998,NA,0.7600000000000051,9.040000000000006,6.560000000000002,6.670000000000002,-5.340000000000003,13.799999999999997,NA,16.620000000000005,6.8700000000000045,18.83,NA,17.430000000000007,5.659999999999997,14.200000000000003,9.670000000000002,26.150000000000006,38.3,37.379999999999995
2015,29.799999999999997,25,41.17,24.459999999999994,25.58,31.28,42.41,27.430000000000007,35,44.31,38.93000000000001,29.739999999999995,17.810000000000002,20.17,31.83,NA,20.629999999999995,26.400000000000006,19.209999999999994,30.620000000000005,36.48,46.44,37.14,35.6,27.619999999999997,35.58,40.75,36.82,40.41,35.46,32.1,40.11,18.67,18.069999999999993,19.930000000000007,18.150000000000006,NA,11.540000000000006,20.069999999999993,32.93000000000001,9,23.14,17.789999999999992,24.17,13.800000000000011,26.900000000000006,NA,NA,NA,NA,NA,NA,21.379999999999995,28.67,29.439999999999998,NA,32.760000000000005,23.040000000000006,17.560000000000002,30.67,33.66,31.799999999999997,25.459999999999994,34.620000000000005,23.870000000000005,29.83,NA,23.430000000000007,19.659999999999997,32.2,36.67,33.150000000000006,26.299999999999997,24.379999999999995
2016,9.799999999999997,6,19.17,5.459999999999994,9.579999999999998,5.280000000000001,18.409999999999997,12.430000000000007,14,20.310000000000002,21.930000000000007,NA,16.810000000000002,17.17,16.83,NA,15.629999999999995,16.400000000000006,5.209999999999994,12.620000000000005,14.48,36.44,38.14,20.6,20.619999999999997,20.58,20.75,14.82,23.409999999999997,19.46,17.1,NA,1.6700000000000017,14.069999999999993,-3.069999999999993,6.150000000000006,NA,9.540000000000006,26.069999999999993,38.93000000000001,5,22.14,18.789999999999992,17.17,20.80000000000001,NA,31.849999999999994,17.810000000000002,26.650000000000006,NA,5.700000000000003,38.17,25.379999999999995,21.67,NA,NA,10.760000000000005,14.040000000000006,15.560000000000002,22.67,19.659999999999997,21.799999999999997,20.459999999999994,23.620000000000005,20.870000000000005,28.83,20.08,10.430000000000007,6.659999999999997,14.200000000000003,22.67,31.150000000000006,24.299999999999997,32.379999999999995
2017,22.799999999999997,15,35.17,NA,35.58,27.28,28.409999999999997,10.430000000000007,40,24.310000000000002,44.93000000000001,28.739999999999995,16.810000000000002,23.17,22.83,30.58,16.629999999999995,19.400000000000006,10.209999999999994,32.620000000000005,26.48,44.44,50.14,34.6,15.62,37.58,51.75,36.82,39.41,27.46,NA,44.11,NA,12.069999999999993,19.930000000000007,24.150000000000006,NA,5.540000000000006,21.069999999999993,20.930000000000007,17,NA,20.789999999999992,30.17,17.80000000000001,26.900000000000006,4.849999999999994,NA,7.650000000000006,18.299999999999997,31.700000000000003,4.170000000000002,33.379999999999995,26.67,NA,24.39,25.760000000000005,23.040000000000006,26.560000000000002,37.67,37.66,28.799999999999997,26.459999999999994,30.620000000000005,25.870000000000005,28.83,23.08,34.43000000000001,27.659999999999997,32.2,25.67,39.150000000000006,47.3,48.379999999999995
2018,45.8,37,44.17,NA,47.58,31.28,41.41,19.430000000000007,44,35.31,26.930000000000007,25.739999999999995,21.810000000000002,56.17,45.83,27.58,44.629999999999995,49.400000000000006,36.209999999999994,41.620000000000005,20.48,47.44,46.14,22.6,23.619999999999997,26.58,20.75,19.82,41.41,28.46,41.1,39.11,13.670000000000002,29.069999999999993,35.93000000000001,32.150000000000006,NA,NA,24.069999999999993,29.930000000000007,22,NA,36.78999999999999,48.17,38.80000000000001,27.900000000000006,15.849999999999994,14.810000000000002,5.650000000000006,27.299999999999997,29.700000000000003,26.17,48.379999999999995,49.67,49.44,45.39,41.760000000000005,54.040000000000006,52.56,53.67,42.66,40.8,42.459999999999994,43.620000000000005,52.870000000000005,66.83,NA,37.43000000000001,30.659999999999997,40.2,39.67,18.150000000000006,22.299999999999997,22.379999999999995
2019,30.799999999999997,16,35.17,25.459999999999994,27.58,29.28,48.41,15.430000000000007,41,35.31,45.93000000000001,58.739999999999995,22.810000000000002,NA,28.83,36.58,16.629999999999995,19.400000000000006,11.209999999999994,37.620000000000005,27.48,49.44,31.14,27.6,23.619999999999997,32.58,36.75,24.82,31.409999999999997,27.46,32.1,57.11,25.67,23.069999999999993,22.930000000000007,18.150000000000006,NA,17.540000000000006,28.069999999999993,29.930000000000007,22,25.14,13.789999999999992,20.17,10.800000000000011,13.900000000000006,23.849999999999994,NA,NA,12.299999999999997,31.700000000000003,31.17,26.379999999999995,NA,33.44,12.39,22.760000000000005,20.040000000000006,21.560000000000002,35.67,32.66,21.799999999999997,NA,NA,28.870000000000005,25.83,21.08,33.43000000000001,20.659999999999997,34.2,17.67,25.150000000000006,28.299999999999997,38.379999999999995
2020,23.799999999999997,9,23.17,13.459999999999994,25.58,7.280000000000001,34.41,12.430000000000007,23,26.310000000000002,40.93000000000001,NA,4.810000000000002,NA,18.83,27.58,13.629999999999995,19.400000000000006,9.209999999999994,NA,21.48,23.44,52.14,22.6,5.619999999999999,21.58,23.75,19.82,25.409999999999997,16.46,23.1,35.11,10.670000000000002,15.069999999999993,19.930000000000007,-9.849999999999994,5.170000000000002,8.540000000000006,17.069999999999993,25.930000000000007,22,23.14,8.789999999999992,15.170000000000002,2.8000000000000114,10.900000000000006,19.849999999999994,NA,NA,NA,27.700000000000003,18.17,35.379999999999995,29.67,35.44,5.390000000000001,36.760000000000005,35.040000000000006,30.560000000000002,33.67,22.659999999999997,NA,31.459999999999994,NA,22.870000000000005,29.83,NA,23.430000000000007,15.659999999999997,26.200000000000003,30.67,12.150000000000006,33.3,24.379999999999995
